id;Nome;Idade;DataDeNascimento;Empresa;Departamento;Salário;;;
4130;Barclay X. Hamilton;69;16/2/1955;Macromedia;Customer Relations;6595,97;;;
61707;Sage G. Ayers;50;12/10/1974;Lycos;Customer Relations;8594,82;;;
73168;Lunea V. Walsh;56;22/1/1968;Sibelius;Payroll;7268,55;;;
16100;Bruno K. Mathews;22;16/4/2002;Google;Advertising;8532,19;;;
83864;Lee T. Hebert;35;16/4/1989;Adobe;Sales and Marketing;7350,1;;;
70252;George D. Newman;51;15/3/1973;Adobe;Research and Development;9107,98;;;
91866;Justina I. Hyde;49;28/3/1975;Lavasoft;Payroll;1203,7;;;
27783;Doris X. Berg;38;12/11/1986;Sibelius;Advertising;4024,64;;;
11473;Willow U. Garrett;51;29/8/1973;Chami;Advertising;2522,18;;;
42047;Octavius R. Sawyer;30;13/8/1994;Cakewalk;Finances;9733,67;;;
55909;Perry H. Hopkins;52;2/4/1972;Lavasoft;Asset Management;9439,15;;;
4627;Blossom E. Guerrero;26;8/6/1998;Adobe;Media Relations;8754,01;;;
76450;Leandra Y. Morton;18;14/11/2006;Sibelius;Sales and Marketing;2972,85;;;
24209;Basil H. Moreno;50;19/5/1974;Google;Customer Relations;7624,58;;;
78115;Octavia Z. Oneill;58;22/2/1966;Cakewalk;Customer Relations;8853,74;;;
93768;Aphrodite U. Hardy;44;3/11/1980;Adobe;Tech Support;7890,14;;;
55849;Murphy C. Fulton;61;3/6/1963;Google;Tech Support;4447,68;;;
89070;Martina X. Tran;66;23/3/1958;Chami;Tech Support;1708,73;;;
2051;Wallace Y. Vargas;37;9/9/1987;Altavista;Customer Relations;9372,55;;;
9302;Vera S. Foreman;47;10/2/1977;Altavista;Research and Development;6017,26;;;
89474;Cassady L. Mills;30;20/12/1994;Google;Research and Development;4364,37;;;
34557;Katelyn H. Sanford;54;19/4/1970;Apple Systems;Research and Development;9954,13;;;
35828;Cameran V. Rich;37;1/6/1987;Macromedia;Sales and Marketing;8509,59;;;
16649;Orla E. Hyde;44;10/2/1980;Cakewalk;Research and Development;2709,6;;;
98010;Carl T. Baker;21;13/4/2003;Microsoft;Sales and Marketing;4777,69;;;
64551;Karina S. Ruiz;21;18/2/2003;Adobe;Customer Relations;6392,6;;;
52860;Iliana P. Compton;63;16/9/1961;Altavista;Customer Relations;6327,95;;;
57097;Kermit N. Malone;69;25/9/1955;Cakewalk;Asset Management;2496,83;;;
72522;Zephr Z. Delacruz;40;15/12/1984;Lavasoft;Finances;6419,57;;;
9874;Madison X. Maddox;24;29/11/2000;Chami;Customer Relations;4527,94;;;
54210;Doris R. Gross;67;9/5/1957;Microsoft;Accounting;5734,22;;;
66944;Harlan D. Sheppard;51;27/2/1973;Adobe;Sales and Marketing;1463,6;;;
83686;Dale W. Dalton;53;14/5/1971;Apple Systems;Human Resources;5166,25;;;
63866;Richard Y. Levine;48;22/4/1976;Lycos;Payroll;7836,23;;;
2278;Basil R. Blake;42;29/8/1982;Google;Payroll;7427,08;;;
82051;Seth Y. Pearson;23;23/8/2001;Adobe;Payroll;2930,03;;;
97372;Graiden A. Savage;31;16/5/1993;Finale;Research and Development;2093,57;;;
76442;Bianca V. Rose;57;21/10/1967;Chami;Customer Relations;7236,17;;;
79135;Constance N. Sherman;33;15/9/1991;Chami;Payroll;4337,23;;;
1263;Chester J. Hartman;55;24/11/1969;Lycos;Legal Department;6588,79;;;
63105;Melyssa X. Parrish;46;12/11/1978;Cakewalk;Sales and Marketing;5257,01;;;
84090;Madison X. Lindsey;46;9/9/1978;Altavista;Advertising;2002,86;;;
85781;Jeanette G. Brady;51;7/8/1973;Yahoo;Media Relations;9785,72;;;
24426;Robin R. Guy;41;2/2/1983;Altavista;Research and Development;9601,81;;;
92312;Rhona U. Hendrix;40;21/2/1984;Google;Customer Service;5120,29;;;
12272;Bell T. Lawson;22;25/9/2002;Cakewalk;Public Relations;3173,65;;;
20610;Sandra A. Thornton;65;15/13/1959;Apple Systems;Payroll;7316,56;;;
77095;Emily L. Tran;70;24/3/1954;Finale;Human Resources;1925,97;;;
71602;Kathleen K. Guerra;59;21/7/1965;Yahoo;Public Relations;8032,68;;;
19385;Conan Z. Schmidt;21;21/3/2003;Cakewalk;Advertising;4814,08;;;
74591;Cameran K. Bryan;43;28/2/1981;Yahoo;Tech Support;8797,59;;;
90177;Ina K. Kelly;24;7/3/2000;Lycos;Sales and Marketing;9644,3;;;
31575;Elaine F. Salinas;30;17/3/1994;Finale;Finances;9183,13;;;
65110;Judith D. Vega;22;14/9/2002;Lavasoft;Quality Assurance;6024,41;;;
67665;Halla D. Hurst;70;17/5/1954;Finale;Accounting;8283,11;;;
44834;Brynn I. Bradley;29;27/10/1995;Finale;Finances;2309,48;;;
33971;Darrel Q. Harrington;59;4/3/1965;Borland;Tech Support;7270,48;;;
49297;Drake Z. Valenzuela;31;5/10/1993;Altavista;Human Resources;3234,88;;;
67612;Rigel U. Wheeler;29;25/4/1995;Yahoo;Research and Development;1294,54;;;
31836;Pearl Q. Scott;27;11/11/1997;Chami;Advertising;3722,28;;;
58630;Davis E. Weber;69;26/7/1955;Cakewalk;Research and Development;4252,3;;;
69009;Asher X. Kirkland;40;20/12/1984;Borland;Accounting;3408,81;;;
9469;Dalton V. Kennedy;21;21/10/2003;Apple Systems;Public Relations;4193,3;;;
62398;Cruz F. Dudley;20;6/6/2004;Cakewalk;Public Relations;3712,86;;;
98320;Mason A. Gould;61;26/8/1963;Google;Research and Development;2118,26;;;
60720;Sara Y. Rice;42;18/10/1982;Sibelius;Media Relations;1302,89;;;
26746;Caryn C. Barrett;28;19/1/1996;Altavista;Tech Support;3288,59;;;
82552;Carolyn X. English;65;19/7/1959;Cakewalk;Media Relations;4061,67;;;
50455;Kim U. Mcclain;28;27/6/1996;Lavasoft;Media Relations;8744,06;;;
5981;Marvin K. Nieves;52;17/7/1972;Lycos;Asset Management;2593;;;
53364;Aileen E. Mcintyre;36;29/1/1988;Yahoo;Sales and Marketing;5982,28;;;
12426;Ima O. Gamble;43;8/3/1981;Sibelius;Human Resources;6411,38;;;
57525;Isadora N. Collins;56;24/11/1968;Google;Customer Service;7876,51;;;
27460;Scarlet K. Bauer;28;25/11/1996;Finale;Asset Management;8647,12;;;
50263;Maris D. Cooke;20;17/4/2004;Lycos;Media Relations;7356,16;;;
78707;Uta K. Murray;69;29/12/1955;Altavista;Customer Relations;3905,91;;;
69532;Joseph A. Mckenzie;29;12/5/1995;Finale;Quality Assurance;2577,51;;;
65250;Kyle G. Mckee;39;16/3/1985;Finale;Research and Development;2946,12;;;
99676;Merritt K. Price;58;29/12/1966;Chami;Legal Department;9571,31;;;
14741;Gretchen L. Hubbard;52;5/3/1972;Lavasoft;Quality Assurance;3255,6;;;
97878;Yvette G. Compton;44;13/11/1980;Microsoft;Legal Department;4741,19;;;
72386;Gabriel V. Roberts;43;28/10/1981;Chami;Media Relations;4506,7;;;
90532;Buckminster G. Avery;50;7/10/1974;Cakewalk;Sales and Marketing;4667,5;;;
4854;Timon L. Dyer;42;6/7/1982;Borland;Accounting;2094,41;;;
9185;Carissa A. Johns;35;24/9/1989;Chami;Finances;6033,42;;;
70784;Celeste P. Emerson;19;13/4/2005;Sibelius;Research and Development;6434,29;;;
99204;Hope S. Bradley;24;20/7/2000;Borland;Research and Development;2497,68;;;
87601;Bevis Z. Aguilar;25;27/12/1999;Google;Legal Department;1502,12;;;
3155;Latifah P. Ellison;39;25/7/1985;Sibelius;Advertising;3156,63;;;
85656;Mollie C. Dunn;25;25/2/1999;Finale;Payroll;2172,91;;;
196;Keefe K. Glass;65;23/7/1959;Lycos;Sales and Marketing;3904,28;;;
3934;Tanner P. Rhodes;54;20/3/1970;Adobe;Media Relations;4302,24;;;
76023;Jaime Q. Meyer;48;18/7/1976;Cakewalk;Human Resources;7831,43;;;
44682;Brynn G. Donaldson;52;1/5/1972;Yahoo;Customer Relations;8775,81;;;
54912;Eden F. Leon;22;7/13/2002;Adobe;Payroll;3015,27;;;
89932;Isadora H. Guy;41;5/4/1983;Yahoo;Media Relations;6387,21;;;
5553;Uta U. Haley;54;1/11/1970;Borland;Quality Assurance;9237,14;;;
72990;Upton F. Glass;60;14/6/1964;Lavasoft;Legal Department;2991,34;;;
52904;Zena V. Hudson;59;18/1/1965;Cakewalk;Quality Assurance;7298,27;;;
2612;Hunter F. Puckett;56;4/6/1968;Altavista;Media Relations;4416,09;;;
98851;Steven A. Lindsay;33;22/5/1991;Apple Systems;Media Relations;8097,49;;;
67255;Elvis A. Blankenship;43;5/9/1981;Macromedia;Legal Department;2490,17;;;
83466;Carl I. Kennedy;40;28/2/1984;Macromedia;Payroll;1101,01;;;
14117;Edan W. Martinez;42;2/7/1982;Macromedia;Customer Service;4996,7;;;
76087;Dahlia Y. Schneider;31;21/2/1993;Finale;Accounting;3086,71;;;
32134;Holmes A. Garrett;54;23/9/1970;Altavista;Advertising;3162,82;;;
91638;Aladdin M. Velasquez;36;11/13/1988;Lycos;Research and Development;9349,5;;;
85680;Jenette A. Wilkerson;23;21/3/2001;Finale;Legal Department;4163,99;;;
65542;Camden Q. Nelson;28;24/6/1996;Google;Finances;2577,57;;;
34083;Jescie H. Acosta;51;2/4/1973;Altavista;Advertising;7847,26;;;
37114;Kasimir X. Irwin;49;23/8/1975;Google;Asset Management;2633,23;;;
74870;Stuart O. Blevins;53;4/8/1971;Apple Systems;Media Relations;1655,39;;;
32618;Genevieve V. Erickson;68;13/2/1956;Lavasoft;Accounting;9599,14;;;
38816;Irene D. Zimmerman;47;9/12/1977;Google;Advertising;6562,38;;;
96205;Kylie O. Newman;51;9/11/1973;Adobe;Advertising;7186,07;;;
38446;Elliott R. Martinez;34;2/5/1990;Lavasoft;Finances;5443,77;;;
43323;Francis S. Castillo;57;9/13/1967;Microsoft;Quality Assurance;5256,88;;;
34034;Melinda X. Hodge;33;2/12/1991;Microsoft;Research and Development;9486,47;;;
71168;Camille Q. Meadows;30;26/11/1994;Adobe;Finances;7886,47;;;
14903;Carson M. Reynolds;29;5/5/1995;Microsoft;Research and Development;6817,17;;;
45133;Timothy L. Cannon;21;17/4/2003;Lavasoft;Payroll;7961,72;;;
69734;Deborah D. Vazquez;18;28/10/2006;Macromedia;Customer Relations;8246,69;;;
37622;Erin D. Tyler;19;3/8/2005;Google;Asset Management;8905,42;;;
66446;Michelle P. Craig;69;26/6/1955;Macromedia;Customer Service;2926,6;;;
32019;Kiona M. Brock;19;12/7/2005;Adobe;Quality Assurance;9298,01;;;
64507;Theodore R. Curtis;60;15/9/1964;Cakewalk;Tech Support;9555,67;;;
24592;Channing W. Osborn;56;21/10/1968;Apple Systems;Payroll;3360,74;;;
1648;Lydia E. Powell;23;2/12/2001;Cakewalk;Accounting;7373,87;;;
27187;Nissim Y. Fulton;18;22/6/2006;Altavista;Advertising;5073,79;;;
63489;Echo Y. Kim;54;14/12/1970;Chami;Research and Development;4701,33;;;
48049;Bryar E. Andrews;22;1/12/2002;Sibelius;Customer Relations;5526,09;;;
31985;Sybil U. Figueroa;54;8/1/1970;Sibelius;Quality Assurance;6038,28;;;
68107;Eagan Q. Duncan;60;19/2/1964;Altavista;Payroll;8147,35;;;
98966;Idona L. Oconnor;19;5/2/2005;Chami;Media Relations;1347,51;;;
68120;Barrett N. Mcfarland;39;21/3/1985;Altavista;Quality Assurance;9127,03;;;
81523;Ruby I. Castro;68;29/9/1956;Borland;Accounting;1201,27;;;
13019;Patience K. Glenn;65;8/10/1959;Cakewalk;Finances;7166,56;;;
49384;Clarke M. Hughes;30;19/1/1994;Apple Systems;Sales and Marketing;8336,51;;;
27141;Alvin F. Gutierrez;39;28/13/1985;Sibelius;Payroll;4413,8;;;
62359;Geoffrey L. Obrien;20;14/6/2004;Google;Sales and Marketing;4472,17;;;
80126;Tyrone P. Bryant;32;20/9/1992;Chami;Finances;7275,55;;;
40177;Minerva W. Kidd;64;22/5/1960;Lycos;Human Resources;9684,79;;;
68771;Herman K. Rosario;34;22/7/1990;Altavista;Accounting;6564,34;;;
14341;Elizabeth P. Bradshaw;54;24/3/1970;Lycos;Advertising;1551,63;;;
25872;Rhea W. Macdonald;58;10/6/1966;Lycos;Finances;1950,71;;;
51482;Porter Q. Glover;48;16/11/1976;Adobe;Advertising;9474,83;;;
964;Ezra O. Sawyer;54;20/3/1970;Adobe;Legal Department;1545,37;;;
60001;Clinton Q. Taylor;53;8/6/1971;Borland;Asset Management;1067,39;;;
95257;Shana U. Elliott;43;25/5/1981;Google;Finances;8626,72;;;
12352;Melissa T. Watson;29;5/11/1995;Altavista;Accounting;8287,58;;;
27823;Gabriel P. Taylor;18;26/10/2006;Cakewalk;Asset Management;5601,85;;;
1495;Keelie G. Vaughan;65;26/4/1959;Macromedia;Finances;5810,3;;;
82189;Calvin Z. Hart;62;27/9/1962;Altavista;Public Relations;5361,7;;;
67840;Trevor U. Kirby;27;17/7/1997;Sibelius;Human Resources;2983,92;;;
28878;Ann L. Blevins;20;21/2/2004;Cakewalk;Public Relations;5573,77;;;
60711;Louis I. Ratliff;19;18/7/2005;Altavista;Finances;7358,28;;;
17732;Adrienne X. Rollins;50;28/9/1974;Cakewalk;Customer Relations;2113,4;;;
74908;Fallon F. Berg;52;5/6/1972;Lycos;Asset Management;9095,32;;;
88994;Winter D. Drake;65;17/3/1959;Microsoft;Advertising;5212,93;;;
8832;Jocelyn A. Monroe;23;23/7/2001;Borland;Asset Management;6884,93;;;
47546;Vance D. Mcgee;70;16/12/1954;Altavista;Accounting;6343,76;;;
84259;Eagan F. Barry;24;26/12/2000;Altavista;Asset Management;3740,62;;;
88300;Ariana K. Townsend;31;26/8/1993;Yahoo;Quality Assurance;2545,07;;;
85966;Orla Y. Rasmussen;68;27/3/1956;Cakewalk;Customer Service;9261,82;;;
94792;Gwendolyn B. Mcconnell;52;15/5/1972;Macromedia;Quality Assurance;3648,87;;;
353;Amaya F. Vang;28;26/5/1996;Finale;Tech Support;3052,12;;;
47523;Zorita Y. Aguirre;42;15/8/1982;Macromedia;Quality Assurance;5800,52;;;
41263;Moana I. Carlson;26;26/6/1998;Macromedia;Advertising;6407,52;;;
15615;Eric P. Webb;65;14/1/1959;Cakewalk;Human Resources;3428,89;;;
85575;Wyoming K. Hodges;51;22/11/1973;Finale;Human Resources;9139,79;;;
25593;Shana Y. Dale;48;21/12/1976;Borland;Customer Service;3115,52;;;
308;Xandra R. Hensley;32;26/10/1992;Apple Systems;Sales and Marketing;1576,2;;;
29879;Jayme M. Lindsey;41;13/9/1983;Chami;Customer Service;7558,56;;;
67367;Nicole F. Sloan;33;25/11/1991;Lycos;Human Resources;8711,7;;;
14883;Caesar V. Acevedo;53;3/7/1971;Google;Accounting;9786,23;;;
30574;Illiana B. Nieves;57;29/3/1967;Adobe;Customer Relations;5170,13;;;
81524;Echo M. Simmons;27;14/9/1997;Google;Research and Development;4244,76;;;
84441;Hammett L. Andrews;55;6/3/1969;Lavasoft;Payroll;2623,23;;;
45176;Uma E. Taylor;31;9/11/1993;Google;Advertising;2649,14;;;
14280;Brendan H. Decker;32;14/11/1992;Cakewalk;Payroll;8063,93;;;
89938;Jayme O. Lee;19;10/2/2005;Adobe;Quality Assurance;5639,72;;;
71335;Oprah I. Craig;57;6/9/1967;Macromedia;Customer Service;5095,15;;;
40110;Amy A. Hart;58;13/10/1966;Altavista;Payroll;9345,04;;;
47618;Rylee S. Schroeder;53;16/13/1971;Altavista;Tech Support;5708,45;;;
96347;Phoebe I. Sellers;64;6/8/1960;Cakewalk;Legal Department;3464,61;;;
36780;Dexter L. Parsons;61;9/3/1963;Sibelius;Customer Service;9998,14;;;
76866;Kerry N. Jacobson;62;28/10/1962;Lycos;Legal Department;9670,59;;;
79911;Maryam E. Franks;18;15/1/2006;Chami;Accounting;4289,79;;;
42726;Beau Z. Buck;54;4/10/1970;Apple Systems;Legal Department;1923,66;;;
98234;Wyoming J. Baird;46;10/6/1978;Yahoo;Asset Management;4691,97;;;
2870;Leila S. Kidd;19;11/13/2005;Finale;Asset Management;1672,74;;;
75190;Fleur B. Patrick;35;6/5/1989;Google;Advertising;4753,41;;;
30104;Jelani D. Neal;68;23/4/1956;Google;Payroll;2014,09;;;
98206;Willa N. Gentry;65;21/12/1959;Borland;Research and Development;1914,68;;;
89343;Neville U. Frank;49;20/3/1975;Microsoft;Public Relations;1739,71;;;
10058;Moses C. Jenkins;66;7/8/1958;Apple Systems;Customer Service;7144,4;;;
53671;Ulric L. Warren;54;27/9/1970;Apple Systems;Media Relations;7031,24;;;
1241;Belle F. Marsh;29;13/4/1995;Yahoo;Payroll;7968,31;;;
2344;Wynne I. Charles;29;23/13/1995;Lycos;Legal Department;9426,94;;;
73839;Wendy Z. James;35;11/2/1989;Lycos;Public Relations;6738,44;;;
50966;Courtney N. Summers;30;17/2/1994;Adobe;Media Relations;5828,4;;;
23633;Kylee V. Mckee;68;1/2/1956;Google;Advertising;3369,19;;;
19894;Lamar R. Henderson;50;26/12/1974;Microsoft;Tech Support;5905,35;;;
6857;Ariana T. Beck;48;3/2/1976;Altavista;Finances;7808,95;;;
3610;Suki H. Stout;45;9/12/1979;Sibelius;Human Resources;4139,64;;;
48399;Griffith C. Rodriguez;19;13/9/2005;Chami;Customer Relations;8395,6;;;
15858;Aurelia C. Barrett;34;11/5/1990;Lavasoft;Human Resources;4972,27;;;
82973;George N. Mcgee;29;7/3/1995;Chami;Tech Support;2839,05;;;
71449;Quentin K. Snider;22;12/6/2002;Cakewalk;Payroll;8530,24;;;
58636;Brody Q. Tate;44;9/11/1980;Adobe;Media Relations;9399,31;;;
56694;Lee P. Clarke;30;26/11/1994;Google;Legal Department;5695,69;;;
29316;Denise I. Wagner;56;2/6/1968;Borland;Research and Development;8129,25;;;
38209;Lee F. Roberson;55;2/1/1969;Adobe;Accounting;7414,47;;;
76936;Xavier L. Morris;53;23/9/1971;Cakewalk;Accounting;8044;;;
58652;Jada U. Solomon;40;29/9/1984;Microsoft;Customer Service;2340,11;;;
31637;Isaac D. Ramirez;41;25/3/1983;Lycos;Public Relations;2232,34;;;
17191;Ivy E. Waller;55;19/4/1969;Lavasoft;Media Relations;5683,47;;;
73653;Amery H. Tran;29;7/12/1995;Apple Systems;Asset Management;8104,93;;;
38857;Cairo M. Richards;25;27/1/1999;Macromedia;Asset Management;4837,14;;;
67746;Kay W. Arnold;20;5/5/2004;Finale;Customer Relations;3972,5;;;
15883;Chase J. Mendoza;28;18/8/1996;Sibelius;Finances;6408,8;;;
60892;Wade H. Richard;25;24/1/1999;Lavasoft;Sales and Marketing;3270,31;;;
76670;Ian A. Shepard;24;12/2/2000;Lycos;Public Relations;8281,38;;;
21721;Gillian F. Simmons;26;27/7/1998;Adobe;Public Relations;5036,58;;;
19566;Sean P. Barton;53;20/5/1971;Borland;Accounting;8166,13;;;
2837;Evangeline Z. Hamilton;53;6/4/1971;Lycos;Legal Department;7137,12;;;
79914;Lisandra U. Harding;38;27/5/1986;Cakewalk;Quality Assurance;2205,21;;;
9959;Mariko Z. Elliott;65;17/12/1959;Lavasoft;Payroll;6687,97;;;
14897;Kenneth I. Chaney;27;6/2/1997;Borland;Asset Management;4743,56;;;
94038;Kyla C. Levine;28;8/1/1996;Macromedia;Accounting;7840,89;;;
27956;Owen V. Walker;40;16/2/1984;Google;Payroll;2007,5;;;
77435;Hedley Z. Brooks;26;23/11/1998;Chami;Legal Department;8290,2;;;
38671;Kylan Q. Lee;46;12/11/1978;Borland;Accounting;1592,03;;;
29336;Steel Q. Shannon;23;24/1/2001;Lavasoft;Media Relations;9104,95;;;
15369;Chancellor H. Wall;21;20/8/2003;Microsoft;Human Resources;1949,88;;;
14238;Omar D. Santiago;41;11/10/1983;Altavista;Public Relations;8747,63;;;
20147;Rhona C. Perkins;64;7/5/1960;Adobe;Legal Department;5902,93;;;
48142;Xanthus U. Walker;70;20/6/1954;Adobe;Legal Department;7009,45;;;
12827;Eric R. Logan;24;21/4/2000;Finale;Legal Department;3485,42;;;
24962;Jordan B. Mathis;44;27/7/1980;Cakewalk;Advertising;9599,99;;;
7297;Chiquita H. Arnold;58;23/5/1966;Chami;Media Relations;5940,98;;;
87183;Xena C. Robertson;27;27/2/1997;Google;Customer Service;2175,89;;;
25011;Jarrod G. Gordon;44;5/7/1980;Macromedia;Quality Assurance;1668,79;;;
92472;Chava Q. Johnson;21;19/5/2003;Sibelius;Sales and Marketing;2252,24;;;
7753;Libby P. Britt;59;24/12/1965;Apple Systems;Human Resources;6612,55;;;
49843;Nero A. Allison;27;8/12/1997;Cakewalk;Customer Service;8931,07;;;
14369;Amy T. Tran;45;24/9/1979;Microsoft;Legal Department;2579,94;;;
39894;Laura F. Cain;61;14/13/1963;Microsoft;Research and Development;6987,69;;;
24596;Mechelle Z. Roach;39;12/3/1985;Sibelius;Quality Assurance;7740,63;;;
25839;Kendall K. Lancaster;51;21/3/1973;Yahoo;Media Relations;8279,04;;;
51811;Audra C. Sampson;68;5/2/1956;Adobe;Customer Relations;1233,7;;;
13425;Wyatt D. Mccarthy;69;9/8/1955;Finale;Research and Development;3869,66;;;
24058;Maisie Z. Moore;30;8/10/1994;Lavasoft;Human Resources;9275,67;;;
21037;Michelle R. Rosa;43;27/9/1981;Yahoo;Quality Assurance;7344,25;;;
92332;Cheryl C. Holcomb;49;9/11/1975;Borland;Legal Department;5761,83;;;
17158;Jennifer U. Garcia;55;9/3/1969;Lycos;Legal Department;4417,61;;;
98594;Maite L. Russell;54;27/5/1970;Google;Advertising;6744,04;;;
60624;Olga Y. Keller;69;13/9/1955;Borland;Quality Assurance;4235,7;;;
35350;Ocean S. James;23;21/3/2001;Lavasoft;Accounting;4019,32;;;
71528;Dolan I. Barnes;35;4/8/1989;Macromedia;Asset Management;5989,09;;;
67749;Lillith U. Huffman;40;12/8/1984;Chami;Advertising;2952,52;;;
18499;Felicia M. Bass;21;10/13/2003;Google;Asset Management;2080,15;;;
9404;Kyle M. Price;60;27/4/1964;Altavista;Finances;1490,77;;;
79517;MacKensie C. Spencer;24;4/11/2000;Chami;Legal Department;4058,78;;;
72556;Ainsley F. Vasquez;69;16/2/1955;Lavasoft;Customer Relations;8354,13;;;
34427;Kylynn Z. Weeks;64;22/5/1960;Apple Systems;Quality Assurance;8409,99;;;
39768;Clio J. Guthrie;54;14/10/1970;Borland;Quality Assurance;4466,98;;;
19685;Herman B. Combs;70;27/10/1954;Sibelius;Tech Support;3743,86;;;
11118;Brenda S. Hale;37;20/2/1987;Cakewalk;Tech Support;3337,22;;;
98777;Yardley H. Gray;55;24/11/1969;Finale;Research and Development;4812,44;;;
74180;Lesley G. Lyons;55;28/6/1969;Sibelius;Human Resources;8151,91;;;
57628;Cyrus D. Holcomb;69;21/4/1955;Lavasoft;Finances;3949,09;;;
27477;Emma B. Tyler;20;15/7/2004;Finale;Legal Department;6216,67;;;
4651;Malachi X. Bridges;30;10/3/1994;Google;Human Resources;6370,78;;;
58166;Zeus C. Tanner;54;10/9/1970;Lavasoft;Customer Relations;7041,2;;;
3334;Coby B. Baird;24;11/10/2000;Sibelius;Legal Department;9987,86;;;
38270;Hasad R. Solomon;40;23/5/1984;Macromedia;Media Relations;1109,12;;;
62810;Leslie D. Trujillo;19;17/6/2005;Macromedia;Legal Department;4585,54;;;
18205;Beck A. Robles;34;17/1/1990;Yahoo;Tech Support;8366,63;;;
55484;Gail Y. Ramos;67;6/3/1957;Adobe;Asset Management;6079,5;;;
88189;Haviva B. Deleon;42;15/5/1982;Macromedia;Customer Service;2411,63;;;
45494;Noble X. Mcneil;43;5/4/1981;Macromedia;Human Resources;2301,66;;;
67495;Tarik C. Kemp;61;18/9/1963;Borland;Finances;4827,59;;;
63023;Evelyn Q. Stuart;23;10/2/2001;Google;Finances;3455,06;;;
94731;Wesley I. Knowles;59;15/5/1965;Altavista;Sales and Marketing;9098,7;;;
38715;Isabella J. Trujillo;57;10/13/1967;Altavista;Public Relations;1669,1;;;
25753;Noelani O. Rowe;48;30/10/1976;Borland;Advertising;2407,9;;;
92340;Michael H. Whitley;64;20/12/1960;Apple Systems;Advertising;1438,3;;;
99311;Isabelle O. Booth;32;13/8/1992;Lycos;Payroll;6572,6;;;
8452;Garrison V. Horne;67;27/10/1957;Lycos;Payroll;6937,05;;;
69445;Beck D. Burt;24;27/3/2000;Google;Public Relations;8859,96;;;
23609;Iola V. House;18;20/2/2006;Finale;Tech Support;5024,38;;;
62548;Nichole Q. Walsh;70;9/5/1954;Lycos;Quality Assurance;8508,14;;;
80171;Dacey V. Roman;30;3/13/1994;Google;Accounting;2345,08;;;
59318;Karina D. Mack;58;25/9/1966;Apple Systems;Customer Relations;1988,09;;;
17155;Coby F. Fletcher;44;26/8/1980;Borland;Advertising;3559,14;;;
60869;Lana M. Blanchard;18;16/11/2006;Microsoft;Human Resources;2110,53;;;
23532;Cole U. Robinson;57;11/3/1967;Google;Research and Development;1610,84;;;
68302;Kamal S. Pace;20;22/11/2004;Sibelius;Public Relations;3791,99;;;
15399;Phelan Q. Whitley;28;15/2/1996;Lycos;Finances;6914,06;;;
90885;Hamish R. Russell;33;4/4/1991;Lycos;Asset Management;5186,71;;;
37854;Katell Y. Barnett;34;20/8/1990;Altavista;Customer Service;7531,55;;;
30829;Darryl V. Chavez;42;27/8/1982;Google;Sales and Marketing;6842,22;;;
5283;Bernard H. King;21;9/8/2003;Chami;Human Resources;4260,89;;;
13110;Rae V. Ward;66;3/3/1958;Lycos;Public Relations;8895,92;;;
79619;Randall R. Ware;66;10/10/1958;Lavasoft;Sales and Marketing;5259,35;;;
3437;Guy T. Stewart;23;2/13/2001;Lavasoft;Media Relations;2424,77;;;
24588;Buffy M. Roach;34;2/4/1990;Finale;Media Relations;6766,44;;;
87620;Aquila M. Wilson;27;6/4/1997;Borland;Payroll;5429,54;;;
65322;Kennedy Y. Zamora;40;29/4/1984;Yahoo;Sales and Marketing;8589,4;;;
38519;Keegan P. Boyd;47;19/13/1977;Adobe;Customer Service;5198,64;;;
22638;Velma Z. Wagner;51;10/12/1973;Macromedia;Accounting;9649,37;;;
62140;Sigourney N. Stanley;55;4/7/1969;Macromedia;Asset Management;3642,15;;;
10234;Raja V. Shaw;60;4/2/1964;Apple Systems;Advertising;3468,45;;;
20784;Nayda S. Salinas;61;21/11/1963;Apple Systems;Media Relations;8146,11;;;
90433;Riley J. Brewer;67;6/10/1957;Chami;Advertising;4280,93;;;
18569;Ariel E. Mack;52;23/5/1972;Chami;Quality Assurance;7326,94;;;
12195;Sybil M. Hartman;37;7/1/1987;Cakewalk;Asset Management;4857,15;;;
32830;Belle Y. Barker;53;11/12/1971;Google;Finances;6521,18;;;
37596;Marcia L. Hendricks;19;20/10/2005;Apple Systems;Tech Support;9356,27;;;
13032;Zena J. Leblanc;31;14/1/1993;Finale;Legal Department;6601,81;;;
21876;Mara N. Kemp;32;18/6/1992;Sibelius;Customer Service;9767,48;;;
76513;Heidi H. Lee;38;16/6/1986;Microsoft;Advertising;7044,71;;;
10917;Ezra Q. Sherman;27;19/12/1997;Cakewalk;Payroll;2238,53;;;
91444;Jakeem Q. Burnett;19;15/9/2005;Lycos;Sales and Marketing;6345,93;;;
91657;Rowan R. Ford;45;12/12/1979;Macromedia;Customer Service;7751,15;;;
11771;Galvin N. Calderon;57;11/6/1967;Apple Systems;Sales and Marketing;3731,84;;;
38588;Charity I. Green;43;2/5/1981;Google;Accounting;4370,62;;;
86656;Xantha K. Warren;64;8/10/1960;Lycos;Finances;4452,93;;;
42371;Nathaniel Z. Kerr;28;21/1/1996;Macromedia;Finances;4749,12;;;
11808;Ulysses H. Houston;61;9/9/1963;Yahoo;Advertising;3671,8;;;
20249;Mariko B. Mcleod;64;15/8/1960;Lycos;Public Relations;7950,27;;;
